CASEID,OCCUPATION_COL,WORKTYPE_FINAL,SCIENCE_CLASSES,MATH_CLASSES,TALENT,PROVE,RESPECTA,RESPECTB,INTEREST1,STEMJOBA,STEMJOBB,REASON1A,REASON1B,REASON1C,REASON1D,REASON1E,REASON1F,REASON1G,TECH1,TECH2,TECH3,GEND1,GEND2,GEND3,GEND4,GEND5,HARASS1,HARASS2,HARASS3,GENDER,STEM_DEGREE,EDUCATION,INCOME_AVERAGE,AGE-1_CATEGORY,AGE-2_CATEGORY,EMPLOYED
3334,12,1,1,1,2,2,2,2,4,1,1,3,3,1,3,2,2,3,3,3,3,3,1,1,3,1,3,3,2,1,1,3,62499.5,45,54,1
3336,12,1,1,1,2,2,1,1,4,1,3,1,1,1,1,1,3,1,2,3,1,2,2,3,2,2,3,2,1,1,1,3,100000.0,55,64,1
3337,4,2,1,1,1,3,1,1,1,1,3,2,2,2,1,1,3,2,2,1,1,3,1,1,1,2,3,2,2,2,1,3,100000.0,45,54,1
3338,19,2,0,0,2,2,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,62499.5,35,44,1
3339,1,1,1,1,1,3,1,1,4,1,3,1,1,1,1,3,3,2,2,1,2,1,1,1,3,1,3,3,2,1,1,3,100000.0,25,34,1
3340,26,3,1,0,2,2,1,2,4,1,1,2,1,1,1,1,2,1,3,2,3,2,1,1,3,4,3,3,2,2,1,1,39999.5,55,64,0
3341,12,1,1,0,2,2,1,2,4,1,1,2,2,2,1,2,3,2,2,3,2,2,1,1,3,2,3,2,2,1,2,4,100000.0,45,54,1
3343,23,2,1,0,2,3,2,2,4,1,1,1,2,2,2,2,2,3,3,3,2,2,1,1,1,4,3,3,2,2,1,1,39999.5,55,64,1
3344,5,1,1,1,1,2,1,1,4,1,1,2,2,2,2,2,2,2,3,2,3,3,1,1,3,5,3,3,2,2,1,2,62499.5,45,54,1
3345,11,1,1,0,2,2,1,2,4,3,3,1,1,1,1,1,2,1,1,1,1,3,1,1,3,3,1,1,1,1,1,4,100000.0,45,54,1
3346,3,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,2,1,2,1,1,1,2,2,2,1,3,2,2,2,1,2,100000.0,65,74,1
3347,19,2,1,0,1,3,1,1,3,1,1,1,1,1,1,1,1,1,2,3,1,3,2,2,2,2,3,1,2,1,1,2,30000.0,35,44,1
3348,25,2,1,0,3,3,2,2,3,1,1,2,1,2,1,2,2,1,1,3,1,3,2,2,3,1,2,2,2,2,1,1,62499.5,45,54,1
3349,26,3,1,0,2,2,1,2,4,1,1,3,3,3,2,3,3,3,3,3,2,2,1,1,3,5,3,3,2,2,1,4,39999.5,65,74,0
3350,1,1,1,1,1,2,1,1,4,1,1,1,2,3,1,2,3,1,3,3,1,2,1,1,1,5,3,2,1,1,1,4,62499.5,55,64,1
3351,1,1,1,1,3,3,2,1,4,1,1,1,1,2,2,3,3,3,2,3,2,1,1,1,3,2,3,1,2,2,1,3,87499.5,25,34,1
3352,4,2,1,1,2,3,2,2,3,1,3,2,1,1,1,2,2,1,2,3,1,1,2,2,3,2,2,1,2,2,2,4,87499.5,35,44,1
3354,11,1,1,0,1,2,1,2,4,1,1,3,2,3,3,3,1,2,1,3,2,1,1,1,3,5,2,2,1,1,1,4,100000.0,35,44,1
3355,12,1,1,1,2,3,1,1,4,1,3,1,2,2,1,3,3,2,2,1,2,2,1,2,2,1,3,2,2,1,2,4,100000.0,25,34,1
3356,2,1,1,1,1,2,1,1,4,3,3,1,1,1,1,1,3,1,1,1,1,3,1,1,3,1,2,1,2,1,1,2,100000.0,18,24,1
3357,19,2,0,1,4,3,2,2,3,1,3,2,2,3,3,2,3,2,3,3,3,3,1,2,3,4,3,3,2,1,2,3,87499.5,55,64,1
3358,12,1,1,1,2,2,3,2,4,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,2,2,2,1,1,3,100000.0,25,34,1
3359,13,1,0,1,3,2,2,1,4,3,3,3,1,2,2,2,3,2,3,3,1,2,1,1,3,3,2,3,2,1,1,2,100000.0,25,34,1
3360,15,2,1,1,1,2,2,1,2,1,3,3,3,3,3,3,3,2,2,3,2,1,2,2,1,2,3,1,2,1,2,2,100000.0,45,54,1
3362,3,2,0,1,3,1,1,2,6,1,1,3,3,3,3,3,3,2,3,3,3,3,1,1,3,3,3,3,2,2,2,3,100000.0,25,34,1
3363,9,1,0,0,2,3,1,1,4,3,3,1,1,2,1,2,3,3,1,1,1,3,2,3,2,1,2,1,2,1,1,4,87499.5,55,64,1
3365,23,2,0,1,2,0,0,0,2,1,1,2,2,2,1,1,2,1,2,2,1,1,3,3,2,1,3,3,2,2,1,1,100000.0,55,64,1
3366,3,2,0,1,1,2,1,2,6,1,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,4,3,3,2,2,1,4,100000.0,55,64,1
3368,26,3,1,1,2,2,1,2,4,1,1,3,2,3,2,3,1,2,2,3,3,2,1,1,3,5,3,3,2,1,2,3,100000.0,45,54,0
3369,26,3,0,1,2,2,1,2,4,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,3,3,3,3,2,1,2,3,62499.5,65,74,0
3370,3,2,1,1,1,2,1,3,2,1,3,1,3,3,2,2,1,3,2,3,3,1,1,1,3,4,3,2,2,2,1,2,87499.5,35,44,1
3371,10,2,1,0,3,2,2,3,4,1,3,1,1,1,1,1,3,2,2,3,1,3,3,1,3,1,3,2,2,1,1,2,100000.0,45,54,1
3372,12,1,1,0,2,2,0,0,4,1,3,1,1,3,1,2,2,1,2,1,1,3,2,2,2,2,2,2,2,1,1,3,62499.5,55,64,1
3373,8,2,1,1,1,3,1,1,2,3,1,2,3,2,1,3,2,2,2,3,2,2,1,1,3,3,3,2,2,2,1,1,30000.0,55,64,1
3374,4,2,1,0,1,2,1,2,4,1,1,3,3,3,3,3,3,3,2,3,2,3,1,1,2,1,1,3,2,1,2,4,62499.5,45,54,1
3375,3,2,1,1,2,2,1,1,2,1,3,1,2,2,2,3,2,3,2,3,3,2,1,1,3,3,3,3,2,1,2,3,39999.5,45,54,1
3378,3,2,0,1,2,0,2,2,3,2,1,3,2,2,3,1,1,2,2,1,1,1,1,1,2,3,3,3,2,2,1,1,39999.5,65,74,1
3379,22,2,1,1,2,2,1,1,1,3,3,3,3,3,3,1,1,3,3,3,1,1,2,3,3,3,1,1,2,2,1,1,62499.5,55,64,1
3382,5,1,1,1,2,1,3,1,4,1,1,1,1,1,1,2,2,2,2,1,1,1,2,3,2,1,2,2,2,2,1,2,87499.5,55,64,1
3383,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,3,3,2,3,2,2,2,2,2,3,100000.0,45,54,1
3385,12,1,1,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,1,100000.0,35,44,1
3386,19,2,0,0,2,3,2,2,4,1,1,2,2,2,2,2,2,2,2,3,2,2,1,1,3,2,2,2,2,1,2,2,62499.5,25,34,1
3387,3,2,1,0,1,0,2,2,6,2,3,1,3,3,1,2,3,1,1,2,2,1,1,1,3,1,3,2,2,2,1,2,100000.0,55,64,1
3388,10,2,1,1,2,2,1,2,4,3,3,1,2,3,1,1,3,1,1,3,1,2,1,1,3,2,3,3,1,2,1,3,62499.5,65,74,1
3390,26,3,0,0,2,2,1,2,4,2,3,2,2,2,2,2,2,2,2,3,2,2,1,1,3,4,3,3,2,1,1,1,30000.0,45,54,0
3391,15,2,1,0,2,3,1,2,1,1,1,2,2,2,1,3,2,1,2,3,2,2,1,1,3,2,3,3,2,1,2,3,100000.0,18,24,1
3392,11,1,1,1,2,3,1,1,4,1,3,3,2,2,2,2,3,1,2,3,2,3,1,1,3,3,2,2,2,2,1,4,100000.0,45,54,1
3393,10,2,1,1,2,2,2,2,2,3,3,1,3,3,3,3,2,3,3,3,3,2,1,1,3,2,3,3,2,1,1,2,100000.0,55,64,1
3395,12,1,1,1,1,1,2,3,4,1,3,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,2,2,2,1,1,2,62499.5,55,64,1
3396,25,2,0,1,1,2,2,2,2,1,3,2,3,2,3,3,3,1,3,2,3,3,1,1,3,3,3,2,2,1,1,2,100000.0,45,54,1
3397,12,1,1,1,2,2,2,2,4,2,1,3,3,2,3,1,1,2,2,3,2,3,2,2,3,2,2,3,2,1,1,4,30000.0,55,64,1
3399,11,1,1,1,2,1,2,2,4,1,3,1,2,3,1,3,3,1,1,1,1,1,1,1,3,1,2,1,2,1,1,3,39999.5,25,34,1
3400,12,1,1,0,2,3,2,2,4,3,3,1,1,2,1,2,3,1,2,3,1,2,1,1,3,2,3,2,1,1,1,3,100000.0,55,64,1
3402,1,1,0,0,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,2,1,2,62499.5,55,64,1
3404,12,1,1,0,2,0,1,2,4,1,1,1,3,1,1,1,3,1,2,1,1,3,1,1,3,1,2,2,1,1,1,2,30000.0,55,64,1
3405,10,2,1,1,1,3,1,1,6,1,3,2,2,2,3,1,3,1,2,1,1,1,1,2,3,3,3,3,2,2,1,2,62499.5,55,64,1
3406,3,2,0,1,2,2,2,2,3,1,3,2,3,2,3,3,3,1,3,3,2,3,1,1,3,2,2,2,2,2,2,4,100000.0,45,54,1
3407,12,1,1,0,3,2,2,2,4,3,1,2,2,2,1,2,2,1,1,1,2,2,1,1,3,2,2,3,1,1,1,2,100000.0,55,64,1
3408,11,1,1,0,1,2,1,2,4,3,2,2,3,2,2,2,3,1,1,2,2,2,1,1,3,5,3,2,1,2,1,4,30000.0,65,74,1
3409,1,1,1,1,2,2,1,2,4,1,3,1,2,2,2,2,1,2,2,3,2,1,1,1,3,3,3,3,2,2,1,3,62499.5,25,34,1
3410,1,1,1,1,1,2,1,1,4,3,2,1,1,1,2,3,3,1,2,2,2,3,1,1,3,2,3,3,2,1,1,3,62499.5,65,74,1
3412,16,2,1,1,2,1,2,1,4,1,1,2,3,3,1,2,3,1,2,1,1,1,1,3,2,3,3,3,2,1,1,1,62499.5,45,54,1
3414,25,2,1,1,2,3,2,2,4,1,3,1,3,3,2,1,2,3,3,3,2,1,1,1,3,2,3,3,2,1,2,2,62499.5,65,74,1
3415,11,1,1,1,3,0,1,1,4,3,1,3,3,3,3,3,3,3,2,3,3,2,1,2,3,4,3,3,2,2,1,4,100000.0,65,74,1
3416,1,1,1,1,2,3,2,2,4,1,1,2,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,2,2,2,1,3,87499.5,45,54,1
3417,26,3,0,0,2,2,1,2,4,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,2,1,2,39999.5,18,24,0
3418,12,1,0,1,1,0,1,1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,5,3,3,2,1,2,2,30000.0,65,74,1
3421,26,3,0,1,2,2,1,2,4,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,3,3,2,2,1,1,30000.0,35,44,0
3422,12,1,1,0,2,2,2,1,4,1,3,1,2,3,1,1,1,1,3,3,3,2,1,1,3,2,3,3,2,1,1,2,100000.0,55,64,1
3425,25,2,1,1,4,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,1,2,30000.0,55,64,1
3426,10,2,0,0,1,2,1,2,4,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,2,3,3,2,2,2,4,87499.5,55,64,1
3427,19,2,1,1,2,3,1,2,1,3,3,1,3,2,1,1,3,1,3,3,3,1,2,1,3,2,3,3,2,2,1,1,87499.5,18,24,1
3429,12,1,1,1,1,2,2,2,4,1,1,3,1,3,2,2,2,1,2,1,1,2,1,1,2,3,3,2,2,1,1,2,87499.5,35,44,1
3431,16,2,1,1,1,1,2,2,2,3,1,1,3,1,2,3,1,2,2,3,1,2,1,1,3,1,3,3,2,2,1,2,39999.5,55,64,1
3432,10,2,1,1,2,2,2,2,4,1,3,1,2,1,1,2,3,1,1,1,1,2,2,2,3,1,2,2,2,1,2,3,62499.5,35,44,1
3433,20,2,1,0,1,2,1,2,4,3,3,1,3,2,2,2,3,1,2,3,2,3,1,1,3,2,2,2,1,1,1,2,87499.5,65,74,1
3434,17,2,1,1,1,2,2,2,1,1,3,2,3,1,3,2,1,2,3,3,2,1,1,1,3,4,2,2,2,2,1,1,39999.5,45,54,1
3435,10,2,1,1,2,0,2,2,4,3,3,1,1,2,1,3,3,3,2,1,1,2,2,2,3,3,1,2,1,1,2,4,39999.5,25,34,1
3436,22,2,0,0,4,1,0,0,4,1,1,3,3,3,1,3,3,3,2,3,3,1,2,3,1,5,1,1,2,2,1,1,87499.5,45,54,1
3437,25,2,1,0,1,2,1,1,2,1,1,2,2,1,2,2,3,1,2,2,2,1,1,1,3,4,3,3,2,2,1,2,62499.5,35,44,1
3438,25,2,1,1,1,2,1,2,1,1,1,1,3,1,2,1,2,1,3,3,2,3,1,1,3,5,3,3,2,1,2,3,62499.5,45,54,1
3439,16,2,0,0,3,3,2,3,4,1,3,1,2,2,2,3,2,2,2,3,1,3,2,2,3,3,3,2,2,2,1,1,30000.0,35,44,1
3440,1,1,1,0,1,2,1,2,4,1,3,1,1,2,2,3,3,2,2,3,2,3,1,1,3,2,3,2,2,2,1,2,62499.5,65,74,1
3441,1,1,1,1,3,2,2,2,4,1,1,2,2,2,1,2,1,3,1,3,2,2,3,1,1,1,1,3,2,2,1,3,100000.0,45,54,1
3443,14,2,1,1,1,3,1,1,2,1,1,1,3,1,1,1,3,3,1,1,1,2,3,3,2,1,3,3,2,1,1,1,62499.5,45,54,1
3444,20,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,3,1,3,2,1,1,1,3,39999.5,45,54,1
3445,14,2,1,1,1,1,1,1,2,1,1,3,2,1,2,2,2,1,2,3,2,3,1,1,3,2,3,3,2,1,1,3,100000.0,25,34,1
3446,22,2,0,0,1,1,3,3,4,1,3,3,3,3,2,3,3,3,3,2,3,3,1,1,3,3,1,1,1,2,1,1,87499.5,18,24,1
3447,15,2,1,0,2,0,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,1,1,1,3,4,2,2,2,2,1,1,100000.0,55,64,1
3448,1,1,1,1,1,1,1,1,4,3,3,3,2,3,2,3,3,1,2,3,2,3,1,1,3,2,3,3,2,2,1,3,100000.0,55,64,1
3449,26,3,1,1,2,2,1,2,4,1,1,2,3,3,1,3,3,2,1,3,1,2,1,1,3,3,3,3,2,2,1,2,100000.0,45,54,0
3450,9,1,1,0,2,2,2,1,4,1,3,1,3,2,3,2,2,2,3,3,3,1,1,1,3,3,3,3,2,2,1,4,100000.0,55,64,1
3451,8,2,1,1,3,3,1,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,3,3,3,2,2,2,3,100000.0,55,64,1
3452,22,2,1,0,1,2,1,1,2,1,3,2,3,2,3,3,3,2,3,3,2,1,1,1,1,2,3,3,2,2,2,2,87499.5,55,64,1
3453,5,1,1,1,3,2,2,2,4,1,2,3,1,3,2,1,2,3,2,3,2,1,1,1,3,2,3,2,2,2,1,3,87499.5,45,54,1
3454,25,2,0,1,1,2,1,2,2,1,3,2,2,2,2,2,1,1,2,3,2,3,1,2,3,2,2,3,2,1,2,2,87499.5,65,74,1
3455,12,1,1,0,2,2,1,2,4,1,1,1,3,2,1,2,3,2,2,1,1,2,1,1,3,2,3,2,2,1,1,3,62499.5,25,34,1
3456,2,1,1,1,1,3,1,1,4,1,3,1,3,2,1,1,3,2,2,1,1,1,2,1,3,2,3,2,2,2,1,4,62499.5,25,34,1
3457,13,1,1,0,3,2,2,2,4,1,1,2,3,1,2,2,2,2,2,3,2,2,1,1,3,2,3,2,2,2,1,3,30000.0,25,34,1
3458,17,2,1,0,1,3,2,2,2,2,3,2,2,2,2,2,2,2,3,3,1,1,1,1,3,2,2,2,2,2,1,1,100000.0,45,54,1
3459,8,2,1,1,2,2,2,2,3,1,1,2,1,2,2,1,2,1,2,3,2,2,1,1,3,2,2,2,2,1,2,4,100000.0,55,64,1
3460,26,3,1,0,2,2,1,2,4,3,2,1,2,1,1,2,2,1,2,3,1,2,1,1,3,4,3,3,2,2,1,2,87499.5,55,64,0
3461,17,2,1,0,2,1,3,2,2,1,1,2,1,1,3,2,3,2,3,2,3,3,1,1,3,3,3,3,2,2,1,2,87499.5,55,64,1
3462,23,2,1,1,1,0,2,3,4,3,3,1,1,1,1,1,1,1,3,3,3,1,1,1,3,5,3,3,2,2,1,2,100000.0,45,54,1
3463,23,2,1,1,1,1,1,1,2,1,1,3,3,3,3,3,3,3,2,2,1,1,1,1,2,1,2,1,2,2,1,1,39999.5,35,44,1
3464,1,1,1,1,1,3,2,2,4,1,1,3,2,2,3,3,3,1,2,3,3,1,1,1,2,4,3,3,2,1,1,3,100000.0,45,54,1
3465,16,2,1,1,1,1,1,2,1,1,1,1,3,2,2,3,3,1,2,2,2,3,1,2,3,2,1,1,1,1,1,1,30000.0,25,34,1
3466,19,2,1,1,1,2,1,2,1,3,3,1,3,3,2,2,3,1,1,1,1,3,1,1,3,1,3,3,1,1,2,2,39999.5,65,74,1
3467,12,1,1,1,2,2,2,2,4,3,3,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,3,1,2,1,1,3,39999.5,25,34,1
3468,12,1,0,1,2,0,1,1,4,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,5,3,2,2,1,1,2,39999.5,45,54,1
3469,12,1,1,0,1,2,2,1,4,2,3,1,3,3,1,3,3,2,1,3,2,2,1,1,3,2,3,3,2,1,1,3,87499.5,45,54,1
3471,12,1,1,1,2,2,1,2,4,1,3,2,2,2,3,1,1,2,2,1,2,3,1,1,3,2,3,3,2,2,1,3,30000.0,25,34,1
3472,8,1,1,1,1,2,2,2,4,1,3,3,2,3,3,2,1,1,2,2,2,2,1,2,3,3,3,2,2,1,1,3,100000.0,25,34,1
3473,5,1,1,1,1,2,2,2,4,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,3,1,2,2,1,3,39999.5,25,34,1
3474,25,2,1,0,1,1,1,1,6,1,3,1,2,1,1,1,3,1,2,3,1,2,1,1,3,1,3,2,2,1,2,4,100000.0,35,44,1
3475,22,2,1,1,2,0,3,2,1,1,1,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,2,2,1,1,39999.5,45,54,1
3476,23,2,1,1,2,2,2,2,4,3,3,2,2,2,2,2,2,2,3,3,3,3,1,1,3,4,3,3,2,2,1,1,30000.0,65,74,1
3477,20,2,1,0,4,1,3,2,1,1,1,1,3,3,1,2,3,3,2,3,2,2,2,1,3,2,2,2,2,2,1,2,62499.5,65,74,1
3478,19,2,0,1,2,0,1,2,4,1,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,1,1,39999.5,25,34,1
3480,22,2,1,1,2,1,2,2,4,3,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,1,1,2,2,1,1,1,100000.0,45,54,1
3481,9,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,3,3,2,3,1,1,3,1,3,3,2,1,1,2,87499.5,25,34,1
3482,12,1,0,1,2,3,2,2,4,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,3,2,2,1,2,1,1,4,100000.0,55,64,1
3484,9,1,0,1,2,2,1,2,4,3,3,2,2,3,3,2,2,3,3,3,2,3,1,1,3,2,3,2,2,2,1,4,87499.5,65,74,1
3485,8,2,1,1,1,1,2,2,1,3,3,3,3,3,3,3,3,1,2,3,3,3,1,1,1,4,2,2,1,2,1,3,62499.5,65,74,1
3487,14,2,0,1,3,3,1,2,4,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,3,1,3,3,2,1,1,1,39999.5,55,64,1
3489,23,2,1,1,1,1,2,2,1,1,1,1,2,1,1,3,2,1,2,3,1,3,1,1,3,2,3,3,2,2,1,2,87499.5,35,44,1
3490,16,2,1,0,4,2,2,2,1,1,1,2,3,3,2,2,3,2,3,3,2,3,2,2,3,2,3,3,2,1,1,1,30000.0,18,24,1
3491,13,1,0,0,2,1,3,1,4,1,1,3,3,3,3,3,3,3,2,3,3,2,2,2,3,3,2,2,2,1,1,2,87499.5,55,64,1
3492,1,1,1,1,1,2,2,2,4,1,1,3,3,3,3,3,3,1,3,3,1,3,1,1,3,2,3,3,2,2,2,4,87499.5,35,44,1
3493,12,1,1,1,3,2,3,3,4,1,1,3,3,3,3,3,3,3,2,3,2,3,1,1,3,3,2,2,2,1,1,3,100000.0,35,44,1
3494,12,1,1,1,1,3,1,1,4,1,1,2,3,2,2,2,2,1,3,3,2,2,1,1,3,1,3,3,2,1,1,3,100000.0,25,34,1
3496,5,1,1,1,3,2,1,2,4,1,2,3,1,3,3,3,1,2,3,2,3,1,1,1,1,5,3,3,2,1,1,3,30000.0,45,54,1
3497,15,2,0,0,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,1,1,3,4,2,1,2,1,1,2,87499.5,65,74,1
3498,8,2,0,1,2,3,2,2,6,3,3,1,2,1,1,2,2,1,3,3,1,2,1,2,3,3,3,2,2,1,1,1,62499.5,55,64,1
3499,8,2,0,0,1,3,2,1,4,1,1,3,3,3,1,3,3,2,3,2,1,2,1,1,3,1,3,3,2,1,1,1,30000.0,55,64,1
3500,25,2,0,1,1,3,1,1,2,1,3,3,3,2,2,3,2,1,3,3,3,1,1,3,3,2,3,3,1,2,1,1,62499.5,45,54,1
3501,1,1,0,0,1,2,1,2,4,1,3,3,3,3,3,2,1,1,3,3,3,1,3,1,3,2,3,3,2,2,2,3,62499.5,35,44,1
3502,11,1,1,1,2,2,2,2,4,1,1,2,2,1,1,1,2,1,1,1,1,3,2,2,3,1,2,2,1,1,1,4,100000.0,25,34,1
3503,13,1,1,1,1,1,1,2,4,3,3,1,1,2,3,3,2,2,2,3,2,1,1,2,3,5,3,2,2,1,1,4,62499.5,45,54,1
3505,23,2,0,1,2,3,2,2,4,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,3,2,3,3,2,2,1,1,62499.5,45,54,1
3506,9,1,1,1,1,3,2,2,4,1,1,1,1,2,1,2,2,2,1,1,1,3,2,2,2,1,1,1,2,2,1,4,100000.0,65,74,1
3507,5,1,1,1,2,3,2,2,4,3,3,2,2,2,2,2,1,1,3,3,2,1,1,1,2,4,3,3,2,2,1,3,87499.5,55,64,1
3508,13,1,1,0,3,2,1,1,4,3,3,2,2,2,2,3,3,2,3,3,1,3,1,3,3,1,3,3,2,1,1,2,62499.5,55,64,1
3509,25,2,1,0,2,2,2,2,2,1,2,1,1,2,1,2,2,2,3,3,2,3,1,1,3,1,3,3,2,1,1,2,39999.5,55,64,1
3510,19,2,0,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,4,100000.0,45,54,1
3511,13,1,0,0,2,2,2,2,4,1,1,1,2,1,1,1,3,1,3,3,1,3,1,2,3,1,1,1,1,1,1,2,100000.0,35,44,1
3512,25,2,1,1,3,0,1,3,3,1,1,2,2,3,3,2,2,2,3,3,3,3,1,1,3,2,2,3,1,1,1,2,100000.0,55,64,1
3513,5,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,4,100000.0,45,54,1
3514,9,2,0,0,4,0,0,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,2,2,2,2,39999.5,18,24,1
3516,3,2,1,0,2,2,1,1,3,1,1,1,1,2,1,2,2,1,1,1,1,3,1,1,3,3,3,2,1,1,2,4,87499.5,45,54,1
3517,26,3,0,1,2,2,1,2,4,3,3,2,2,2,2,2,2,2,3,3,2,2,1,1,3,4,3,3,2,1,1,1,30000.0,65,74,0
3518,22,2,1,1,1,3,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,1,1,1,3,3,3,3,2,2,1,1,100000.0,25,34,1
3519,8,2,0,0,1,2,2,2,6,1,1,2,2,2,2,2,1,1,2,3,2,2,1,1,3,4,3,3,2,2,1,1,62499.5,35,44,1
3520,14,2,1,1,1,2,1,1,4,1,1,1,2,1,1,1,2,2,2,3,2,2,1,1,3,2,3,3,2,1,1,3,62499.5,35,44,1
3521,9,1,1,1,1,2,1,1,4,2,2,2,2,2,2,2,1,1,3,3,2,3,1,1,3,2,2,2,1,1,1,3,87499.5,65,74,1
3522,13,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,2,1,1,2,30000.0,35,44,1
3523,5,1,1,1,2,3,1,2,4,1,3,2,2,3,3,2,3,2,1,1,2,1,1,1,3,4,3,3,2,2,1,4,100000.0,45,54,1
3527,3,2,1,1,1,3,1,1,6,1,3,3,3,1,2,2,2,2,2,3,1,1,1,1,3,2,3,3,2,2,1,1,62499.5,45,54,1
3528,12,1,0,0,1,2,2,2,4,1,1,3,3,3,1,2,3,2,2,1,2,2,1,1,3,4,3,3,2,1,1,2,87499.5,55,64,1
3529,9,1,1,1,1,1,0,1,4,1,1,1,1,2,1,3,2,3,1,1,1,1,3,3,2,1,1,1,1,1,1,4,100000.0,55,64,1
3532,3,2,1,1,1,3,0,2,6,3,3,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,1,3,2,2,1,1,39999.5,25,34,1
3533,25,2,1,1,1,2,2,2,2,1,3,1,3,2,1,2,3,2,2,3,1,2,1,1,3,3,1,1,2,2,2,2,39999.5,35,44,1
3534,1,1,1,1,2,2,2,2,4,1,3,1,1,2,1,2,1,2,2,3,1,3,1,2,2,2,3,3,2,2,1,4,100000.0,25,34,1
3535,1,1,1,1,1,2,1,1,4,1,1,2,3,3,3,3,2,3,3,2,3,3,1,1,3,3,2,2,1,2,1,3,62499.5,65,74,1
3536,19,2,1,0,3,3,1,2,2,1,3,3,2,3,1,2,1,2,3,3,2,3,1,2,3,4,3,3,1,1,1,2,39999.5,45,54,1
3537,11,1,0,0,3,0,2,0,4,1,1,3,2,3,2,3,2,1,3,3,1,2,1,2,3,3,3,3,2,1,1,1,39999.5,45,54,1
3538,10,2,0,1,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,3,3,3,2,1,1,1,30000.0,25,34,1
3540,26,3,1,1,2,2,1,2,4,1,3,2,3,3,3,3,3,3,3,3,2,2,1,1,3,2,3,3,2,2,1,1,39999.5,18,24,0
3541,5,1,1,1,1,3,2,2,4,1,1,2,3,3,3,1,1,2,2,3,3,1,1,1,1,5,3,3,2,2,1,4,100000.0,45,54,1
3542,10,2,1,1,2,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,2,2,1,1,39999.5,25,34,1
3543,23,2,1,1,3,3,0,2,2,1,1,1,3,1,1,1,3,1,3,3,1,1,1,1,3,3,2,3,2,2,2,2,39999.5,25,34,1
3544,3,2,5,0,3,3,2,2,2,1,3,2,3,3,3,2,3,3,3,3,3,1,1,1,3,2,3,3,2,2,1,3,87499.5,45,54,1
3545,1,1,1,1,2,3,1,1,4,1,3,1,3,1,1,2,3,2,1,1,1,1,1,1,3,3,3,3,2,2,1,4,62499.5,25,34,1
3547,1,1,1,0,1,0,2,1,4,3,3,1,2,2,1,2,3,2,2,1,1,2,1,2,3,2,3,1,2,2,1,3,87499.5,45,54,1
3548,1,1,1,0,1,2,1,1,4,3,2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,2,2,1,3,87499.5,45,54,1
3549,19,2,0,1,1,3,1,2,1,1,1,1,1,2,1,1,2,2,2,3,1,3,2,2,3,1,3,3,2,1,1,1,87499.5,25,34,1
